show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,date_x,crew,orig_lang,budget_x,revenue,score,genre,year_added,month_added,release_day_gap,first_country,target_ages,duration_min
s5212,Movie,wheelman,Jeremy Rush,"Frank Grillo, Caitlin Carmichael, Garret Dillahunt, Shea Whigham, Wendy Moniz, John Cenatiempo, Slaine",United States,2017-10-20 00:00:00,2017,TV-MA,82 min,Action & Adventure,The getaway driver in a botched robbery puts his skills and smarts to the test when he receives shocking orders from an unknown caller.,2017-10-20 00:00:00,"Frank Grillo, Wheelman, Caitlin Carmichael, Katie, Garret Dillahunt, Clayton, Shea Whigham, Motherfucker, Wendy Moniz, Jessica, John Cenatiempo, Real Handler, Slaine, Jazz Handler, William Xifaras, Mechanic, Jeffrey Samai, Ben Okri",English,5000000,0,61,['Action & Adventure'],2017,10,0,United States,Adults,82
s5228,Movie,the meyerowitz stories (new and selected),Noah Baumbach,"Adam Sandler, Ben Stiller, Dustin Hoffman, Elizabeth Marvel, Grace Van Patten, Emma Thompson, Candice Bergen, Rebecca Miller, Danny Flaherty, Sakina Jaffrey, Adam David Thompson",United States,2017-10-13 00:00:00,2017,TV-MA,113 min,"Comedies, Dramas, Independent Movies",Grudges and rivalries abound as three adult siblings converge in New York to contend with their prickly artist father – and his fading legacy.,2017-10-13 00:00:00,"Adam Sandler, Danny Meyerowitz, Ben Stiller, Matthew Meyerowitz, Dustin Hoffman, Harold Meyerowitz, Emma Thompson, Maureen Meyerowitz, Elizabeth Marvel, Jean Meyerowitz, Grace Van Patten, Eliza Meyerowitz, Candice Bergen, Julia Meyerowitz, Adam Driver, Randy, Judd Hirsch, L.J. Shapiro",English,73000000,572490615.4,65,"['Comedies', 'Dramas', 'Independent Movies']",2017,10,0,United States,Adults,113
s5253,Movie,gerald's game,Mike Flanagan,"Carla Gugino, Bruce Greenwood, Henry Thomas, Carel Struycken, Chiara Aurelia",United States,2017-09-29 00:00:00,2017,TV-MA,103 min,"Horror Movies, Thrillers","When her husband's sex game goes wrong, Jessie – handcuffed to a bed in a remote lake house – faces warped visions, dark secrets and a dire choice.",2017-09-24 00:00:00,"Carla Gugino, Jessie, Bruce Greenwood, Gerald, Henry Thomas, Tom, Chiara Aurelia, Young Jessie, Kate Siegel, Sally, Carel Struycken, Moonlight Man, Adalyn Jones, Maddie, Bryce Harper, James, Gwendolyn Mulamba, Judge",English,79000000,332257703.2,64,"['Horror Movies', 'Thrillers']",2017,9,5,United States,Adults,103
s5268,Movie,the bad batch,Ana Lily Amirpour,"Suki Waterhouse, Jason Momoa, Keanu Reeves, Jim Carrey, Giovanni Ribisi, Yolonda Ross",United States,2017-09-22 00:00:00,2016,R,119 min,"Dramas, Independent Movies, Thrillers","Banished to a wasteland of undesirables, a young woman struggles to find her feet among a drug-soaked desert society and an enclave of cannibals.",2017-06-23 00:00:00,"Suki Waterhouse, Arlen, Jason Momoa, Miami Man, Keanu Reeves, The Dream, Giovanni Ribisi, The Screamer, Yolonda Ross, Maria, Jayda Fink, Honey, Cory Roberts, Bridge Man in the Desert, Jim Carrey, The Hermit, Aye Hasegawa, Mousey",English,6000000,180851,52,"['Dramas', 'Independent Movies', 'Thrillers']",2017,9,91,United States,Adults,119
s5309,Movie,rocco,"Thierry Demaizière, Alban Teurlai",Rocco Siffredi,France,2017-09-01 00:00:00,2016,TV-MA,103 min,"Documentaries, International Movies",Italian porn star Rocco Siffredi is showcased in this documentary that shadows the legendary performer during his final year in front of the camera.,2016-11-30 00:00:00,"Rocco Siffredi, Self, Kelly Stafford, Self, Rosa Caracciolo, Self, Gabriele Galetta, Self, Mark Spiegler, Self, John Stagliano, Self, Abella Danger, Self, James Deen, Self, Jenny Smart, Self",French,80300000,321306715.6,56,"['Documentaries', 'International Movies']",2017,9,275,France,Adults,103
s5332,Movie,naked,Michael Tiddes,"Marlon Wayans, Regina Hall, Dennis Haysbert, Loretta Devine, Eliza Coupe, Scott Foley, J.T. Jackson, Brian McKnight, Cory Hardrict, Neil Brown Jr., David Sheridan, Minka Kelly",United States,2017-08-11 00:00:00,2017,TV-14,97 min,"Comedies, Romantic Movies","Rob's madly in love and about to be married. Unfortunately, he's also naked, stuck in an elevator and caught in a time loop.",2017-08-11 00:00:00,"Marlon Wayans, Rob Anderson, Regina Hall, Megan Swope, Dennis Haysbert, Reginald Swope, Loretta Devine, Carol, Neil Brown Jr., Officer Rick Mcbride, Jwaundace Candece, Shaundra, Eliza Coupe, Vicky, J.T. Jackson, Benny, Brian McKnight, Himself",English,118600000,245108932.8,57,"['Comedies', 'Romantic Movies']",2017,8,0,United States,Teens,97
s5334,Movie,the saint,Ernie Barbarash,"Adam Rayner, Eliza Dushku, Ian Ogilvy, James Remar, Roger Moore, Enrique Murciano, Thomas Kretschmann, Beatrice Rosen, Greg Grunberg, Yani Gellman",United States,2017-08-10 00:00:00,2017,TV-14,92 min,Action & Adventure,"Master thief Simon Templar – also known as the Saint – is hired by a wealthy banker to find his kidnapped daughter, but not all is as it seems.",2017-07-11 00:00:00,"Adam Rayner, Simon Templar, Eliza Dushku, Patricia Holm, Ian Ogilvy, The Fixer, James Remar, Arnold Valecross, Roger Moore, Jasper, Enrique Murciano, Inspector Fernack, Thomas Kretschmann, Rayt Marius, Beatrice Rosen, Katherine Valecross, Greg Grunberg, Detective Garces",English,90000000,169400000,53,['Action & Adventure'],2017,8,30,United States,Teens,92
s5341,Movie,lego marvel super heroes: avengers reassembled!,Rob Silvestri,"Laura Bailey, Troy Baker, Eric Bauza, Ben Diskin, Grant George, JP Karliak, Jim Meskimen, Bumper Robinson, Roger Craig Smith, Fred Tatasciore, Travis Willingham, Mick Wingert",United States,2017-08-06 00:00:00,2015,TV-Y7,22 min,Children & Family Movies,"When Ultron seizes control of Iron Man's armor, the Avengers race to save their friend and stop an evil plot to take over the world.",2015-11-16 00:00:00,"Laura Bailey, Black Widow, Troy Baker, Hawkeye, Eric Bauza, Iron Spider, Ben Diskin, Spider-Man, Grant George, Ant-Man, JP Karliak, Baron Strucker, Vision, Jim Meskimen, Ultron, Bumper Robinson, Falcon, Roger Craig Smith, Captain America",English,99800000,668859534,66,['Children & Family Movies'],2017,8,629,United States,Older Kids,22
s5378,Movie,to the bone,Marti Noxon,"Lily Collins, Keanu Reeves, Carrie Preston, Lili Taylor, Alex Sharp, Liana Liberato, Brooke Smith, Leslie Bibb, Kathryn Prescott",United States,2017-07-14 00:00:00,2017,TV-MA,108 min,"Dramas, Independent Movies","Ellen, a 20-year-old with anorexia nervosa, goes on a harrowing, sometimes funny journey of self-discovery at a group home run by an unusual doctor.",2017-01-22 00:00:00,"Lily Collins, Ellen, Keanu Reeves, Dr. William Beckham, Carrie Preston, Susan, Lili Taylor, Judy, Alex Sharp, Luke, Liana Liberato, Kelly, Brooke Smith, Olive, Leslie Bibb, Megan, Kathryn Prescott, Anna",English,81200000,472749495.2,72,"['Dramas', 'Independent Movies']",2017,7,173,United States,Adults,108
s5420,Movie,you get me,Brent Bonacorso,"Bella Thorne, Halston Sage, Taylor John Smith, Nash Grier, Anna Akana, Kathryn Morris, Brigid Brannagh, Kimberly Williams-Paisley, Tyler Hanson",United States,2017-06-23 00:00:00,2017,TV-MA,89 min,"Dramas, Thrillers","After a one-night stand, Holly develops a dangerous obsession with Tyler and transfers to his high school, desperate to keep their ""romance"" alive.",2017-06-23 00:00:00,"Bella Thorne, Holly Viola, Halston Sage, Alison Hewitt, Taylor John Smith, Tyler Hanson, Nash Grier, Gil, Anna Akana, Lydia, Rhys Wakefield, Chase, Brigid Brannagh, Corinne Viola, Kathryn Morris, Mrs. Hewitt, Kimberly Williams-Paisley, Mrs. Hanson",English,120200000,335738990.2,56,"['Dramas', 'Thrillers']",2017,6,0,United States,Adults,89
s5424,Movie,puss in book: trapped in an epic tale,"Roy Burdine, Johnny Castuciano","Eric Bauza, Jayma Mays, Maria Bamford, Jeff Bennett, Grey Griffin, Carla Jimenez, Paul Rugg, Joshua Rush",United States,2017-06-20 00:00:00,2017,TV-Y7,24 min,"Children & Family Movies, Comedies","After tumbling into a magic storybook, Puss in Boots must fight, dance and romance his way through wild adventures as he searches for an escape.",2017-06-20 00:00:00,"Eric Bauza, Puss In Boots / Eames / Princess Monster (voice), Jayma Mays, Dulcinea (voice), Maria Bamford, The Duchess (voice), Jeff Bennett, Storyteller / Baby Bear (voice), Ron Funches, Fartholomew Fishflinger (voice), Jim Cummings, Vina / Alessandra / Fonvil (voice), Carla Jimenez, Señora Zapata (voice), Ariebella Makana, Esme (voice), Candi Milo, Kid Pickles / Cleevil / Mama Bear (voice)",English,111000000,347509904,66,"['Children & Family Movies', 'Comedies']",2017,6,0,United States,Older Kids,24
s5443,Movie,headshot,"Timo Tjahjanto, Kimo Stamboel","Iko Uwais, Chelsea Islan, Julie Estelle, Sunny Pang, Very Tri Yulisman, David Hendrawan, Zack Lee, Yayu Unru, Ganindra Bimo",Indonesia,2017-06-03 00:00:00,2016,TV-MA,119 min,"Action & Adventure, International Movies","When a young man wakes from a coma, memories of brutal violence begin to surface, putting his life – and that of his doctor – in jeopardy.",2016-12-08 00:00:00,"Iko Uwais, Ismail, Chelsea Islan, Alin, Sunny Pang, Lee, Julie Estelle, Rika, David Hendrawan, Tejo, Very Tri Yulisman, Besi, Zack Lee, Tano, Yayu A.W. Unru, Romli, Bront Palarae, Policeman",Indonesian,135000000,356227312,64,"['Action & Adventure', 'International Movies']",2017,6,177,Indonesia,Adults,119
s5474,Movie,war machine,David Michôd,"Brad Pitt, Topher Grace, Emory Cohen, John Magaro, Scoot McNairy, Anthony Michael Hall, Will Poulter",United States,2017-05-26 00:00:00,2017,TV-MA,123 min,"Comedies, Dramas","When a proud general is tasked with winning an unpopular war, he takes the challenge head-on, not knowing that hubris may be his own worst enemy.",2017-05-26 00:00:00,"Brad Pitt, Gen. Glen McMahon, Anthony Michael Hall, Greg Pulver, Emory Cohen, Willy Dunne, John Magaro, Cory Staggart, Topher Grace, Matt Little, Daniel Betts, Simon Ball, Aymen Hamdouchi, Badi Basim, Alan Ruck, Pat McKinnon, Anthony Hayes, Pete Duckman",English,60000000,150038957.8,56,"['Comedies', 'Dramas']",2017,5,0,United States,Adults,123
s5534,Movie,sandy wexler,Steven Brill,"Adam Sandler, Jennifer Hudson, Kevin James, Terry Crews, Rob Schneider, Colin Quinn, Nick Swardson, Lamorne Morris, Arsenio Hall, Jamie Gray Hyder",United States,2017-04-14 00:00:00,2017,TV-14,131 min,Comedies,"When a hapless but dedicated talent manager signs his first client who actually has talent, his career finally starts to take off.",2017-04-14 00:00:00,"Adam Sandler, Sandy Wexler, Jennifer Hudson, Courtney Clarke, Kevin James, Ted Rafferty, Colin Quinn, Kevin Connors, Nick Swardson, Gary Rodgers, Jackie Sandler, Amy Baskin, Terry Crews, 'Bedtime' Bobby Barnes, Rob Schneider, Firuz, Lamorne Morris, Bling",English,70800000,591573175.2,55,['Comedies'],2017,4,0,United States,Teens,131
s5626,Movie,iboy,Adam Randall,"Bill Milner, Maisie Williams, Rory Kinnear, Miranda Richardson, Jordan Bolger, Charley Palmer Rothwell, Aymen Hamdouchi",United Kingdom,2017-01-27 00:00:00,2017,TV-MA,91 min,"International Movies, Sci-Fi & Fantasy, Thrillers","When shards of a cell phone get lodged in a teenager's brain, he discovers he can control electronic devices and uses his newfound power for revenge.",2017-01-27 00:00:00,"Bill Milner, Tom Harvey, Maisie Williams, Lucy Walker, Rory Kinnear, Ellman, Miranda Richardson, Nancy 'Nan' Harvey, Jordan Bolger, Danny, Charley Palmer Rothwell, Eugene, Helen Daniels, Kelly, Aymen Hamdouchi, Cutz, Christopher Colquhoun, Dr. Bale",English,1500000,23533154.4,60,"['International Movies', 'Sci-Fi & Fantasy', 'Thrillers']",2017,1,0,United Kingdom,Adults,91
s5638,Movie,clinical,Alistair Legrand,"Vinessa Shaw, Kevin Rahm, William Atherton, Aaron Stanford, Wilmer Calderon, Sydney Tamiia Poitier, India Eisley, Nestor Serrano",United States,2017-01-13 00:00:00,2017,TV-MA,104 min,"Horror Movies, Thrillers",A psychiatrist is plagued by flashbacks to a terrifying attack as she treats a new patient who was horribly disfigured in an accident.,2017-01-13 00:00:00,"Vinessa Shaw, Dr. Jane Mathis, Kevin Rahm, Alex, Aaron Stanford, Miles Richardson, William Atherton, Terry Drummond, India Eisley, Nora Green, Nestor Serrano, Dr. Saul, Sydney Tamiia Poitier, Clara, Wilmer Calderon, Greg, Dion Basco, Jeremy Platt",English,96200000,322945018.8,53,"['Horror Movies', 'Thrillers']",2017,1,0,United States,Adults,104
s5649,Movie,bee movie,"Steve Hickner, Simon J. Smith","Jerry Seinfeld, Renée Zellweger, Matthew Broderick, Patrick Warburton, John Goodman, Chris Rock, Kathy Bates, Barry Levinson, Larry King, Ray Liotta",United States,2017-01-01 00:00:00,2007,PG,92 min,"Children & Family Movies, Comedies","Barry, a worker bee stuck in a dead-end job making honey, sues humans when he learns they've been stealing bees' nectar all along.",2007-12-06 00:00:00,"Jerry Seinfeld, Barry B. Benson (voice), Renée Zellweger, Vanessa Bloome (voice), Matthew Broderick, Adam Flayman (voice), Patrick Warburton, Ken (voice), John Goodman, Layton T. Montgomery (voice), Chris Rock, Mooseblood (voice), Kathy Bates, Janet Benson (voice), Barry Levinson, Martin Benson (voice), Megan Mullally, Trudy (voice)",English,150000000,287594577,60,"['Children & Family Movies', 'Comedies']",2017,1,3314,United States,Older Kids,92
s5683,Movie,spectral,Nic Mathieu,"James Badge Dale, Emily Mortimer, Bruce Greenwood, Max Martini, Clayne Crawford, Cory Hardrict, Louis Ozawa Changchien, Jimmy Akingbola, Dylan Smith, Philip Bulcock","United States, Hungary",2016-12-09 00:00:00,2016,TV-14,108 min,"Action & Adventure, Sci-Fi & Fantasy","When an otherworldly force wreaks havoc on a war-torn European city, an engineer teams up with an elite Special Ops unit to stop it.",2016-12-09 00:00:00,"James Badge Dale, Clyne, Emily Mortimer, Fran Madison, Gonzalo Menendez, Captain Marco Cabrera, Max Martini, Maj. Sessions, Ryan Robbins, Sgt. Comstock, Bruce Greenwood, General Orland, Jimmy Akingbola, Sgt. Steve McFadden, Brian Caspe, Outpost Tech, Clayne Crawford, Sgt. Toll",English,70000000,210020543,64,"['Action & Adventure', 'Sci-Fi & Fantasy']",2016,12,0,United States,Teens,108
s5695,Movie,white girl,Elizabeth Wood,"Morgan Saylor, Brian 'Sene' Marc, Justin Bartha, Chris Noth, Adrian Martinez, India Menuez, Anthony Ramos, Ralph Rodriguez, Annabelle Dexter-Jones",United States,2016-12-02 00:00:00,2016,TV-MA,90 min,"Dramas, Independent Movies","A college girl romping through New York City in search of cocaine and other highs finds something real to grasp, only to see it potentially slip away.",2016-09-02 00:00:00,"Morgan Saylor, Leah, Brian Marc, Blue, Justin Bartha, Kelly, Chris Noth, George, Bobbi Salvör Menuez, Katie, Adrian Martinez, Lloyd, Anthony Ramos, Kilo, Ralph Rodriguez, Nene, Annabelle Dexter-Jones, Alexa",English,700000,200242,57,"['Dramas', 'Independent Movies']",2016,12,91,United States,Adults,90
s5761,Movie,the siege of jadotville,Richie Smyth,"Jamie Dornan, Guillaume Canet, Emmanuelle Seigner, Jason O'Mara, Mikael Persbrandt, Mark Strong, Michael McElhatton, Danny Sapani, Sam Keeley, Ronan Raftery, Mike Noble, Charlie Kelly, Conor MacNeill, Fionn O'Shea, Conor Quinlan, Jordan Mifsud","Ireland, South Africa",2016-10-07 00:00:00,2016,TV-MA,108 min,"Action & Adventure, Dramas, International Movies","Besieged by overwhelming enemy forces, Irish soldiers on a U.N. peacekeeping mission in Africa valiantly defend their outpost in this true story.",2016-10-07 00:00:00,"Jamie Dornan, Pat Quinlan, Guillaume Canet, Rene Faulques, Mark Strong, Conor Cruise O'Brien, Jason O'Mara, Sgt. Jack Prendergast, Michael McElhatton, General McEntee, Mikael Persbrandt, Dag Hammarskjold, Danny Sapani, Moise Tshombe, Fionn O'Shea, William Reidy, Fiona Glascott, Carmel Quinlan",English,79500000,598192905.2,72,"['Action & Adventure', 'Dramas', 'International Movies']",2016,10,0,Ireland,Adults,108
s5793,Movie,arq,Tony Elliott,"Robbie Amell, Rachael Taylor, Shaun Benson, Gray Powell, Jacob Neayem, Adam Butcher, Tantoo Cardinal","Canada, United States",2016-09-16 00:00:00,2016,TV-MA,89 min,"International Movies, Sci-Fi & Fantasy, Thrillers","Trapped in a lab and stuck in a time loop, a disoriented couple fends off masked raiders while harboring a new energy source that could save humanity.",2016-09-16 00:00:00,"Robbie Amell, Renton, Rachael Taylor, Hannah, Gray Powell, Father, Jacob Neayem, Brother, Shaun Benson, Sonny, Adam Butcher, Cuz, Jamie Spilchuk, Mobius Common (voice), Tantoo Cardinal, The Pope, Nicolas Van Burek, News Anchor (voice)",English,2000000,78202791.8,61,"['International Movies', 'Sci-Fi & Fantasy', 'Thrillers']",2016,9,0,Canada,Adults,89
s5810,Movie,xoxo,Christopher Louie,"Sarah Hyland, Graham Phillips, Chris D'Elia, Hayley Kiyoko, Brett DelBuono, Ryan Hansen, Ian Anthony Dale, Ione Skye, Colin Woodell, LaMonica Garrett, Brianne Howey",United States,2016-08-26 00:00:00,2016,TV-MA,92 min,"Dramas, Music & Musicals","The lives of a budding DJ, his loyal pal, a hopeless romantic, a jaded has-been and a troubled couple intersect at an electronic dance music festival.",2016-08-26 00:00:00,"Sarah Hyland, Krystal, Hayley Kiyoko, Shannie, Chris D'Elia, Neil, Graham Phillips, Ethan, LaMonica Garrett, Chopper, Ryan Hansen, DJ Avilo, Ione Skye, Susan, Ian Anthony Dale, Anders, Brianne Howey, Darla",English,93600000,186333762.2,60,"['Dramas', 'Music & Musicals']",2016,8,0,United States,Adults,92
s5847,Movie,the do-over,Steven Brill,"Adam Sandler, David Spade, Paula Patton, Kathryn Hahn, Nick Swardson, Catherine Bell, Michael Chiklis, Natasha Leggero, Sean Astin",United States,2016-05-27 00:00:00,2016,TV-MA,109 min,"Action & Adventure, Comedies",The life of a bank manager is turned upside down when a friend from his past manipulates him into faking his own death and taking off on an adventure.,2016-05-27 00:00:00,"Adam Sandler, Max Kessler, David Spade, Charlie, Paula Patton, Heather, Kathryn Hahn, Becca, Nick Swardson, Bob, Matt Walsh, Shecky, Renée Taylor, Mrs. Kessler, Sean Astin, Ted-O, Natasha Leggero, Nikki",English,131800000,341078050,57,"['Action & Adventure', 'Comedies']",2016,5,0,United States,Adults,109
s5858,Movie,kung fu panda: secrets of the scroll,Rodolphe Guenoden,"Jack Black, Dustin Hoffman, Seth Rogen, David Cross, Lucy Liu, Tara Macri, James Hong, Randall Duk Kim",United States,2016-03-25 00:00:00,2016,TV-PG,23 min,"Children & Family Movies, Comedies","When a twist of fate brings five unlikely animals together, they find that combining their unique kung fu styles as a team makes the perfect weapon!",2015-12-15 00:00:00,"Jack Black, Po (voice), James Hong, Mr. Ping (voice), Dustin Hoffman, Shifu / Warrior (voice), Seth Rogen, Mantis (voice), Lucy Liu, Viper (voice), Kari Wahlgren, Adult Tigress (voice), Tara Macri, Young Tigress (voice), Randall Duk Kim, Oogway (voice), David Cross, Crane (voice)",English,116400000,187299322,69,"['Children & Family Movies', 'Comedies']",2016,3,101,United States,Older Kids,23
s5880,Movie,the ridiculous 6,Frank Coraci,"Adam Sandler, Terry Crews, Jorge Garcia, Taylor Lautner, Rob Schneider, Luke Wilson, Will Forte, Steve Zahn, Harvey Keitel, Nick Nolte, Jon Lovitz, Whitney Cummings, David Spade, Danny Trejo, Nick Swardson, Blake Shelton, Vanilla Ice, Julia Jones, Saginaw Grant, Lavell Crawford, Steve Buscemi",United States,2015-12-11 00:00:00,2015,TV-14,120 min,"Action & Adventure, Comedies","When his outlaw dad is kidnapped, Tommy “White Knife” Stockburn sets off across the West on a rescue mission with five brothers he never knew he had.",2015-12-11 00:00:00,"Adam Sandler, Tommy aka White Knife, Taylor Lautner, Lil' Pete, Steve Buscemi, Doc Griffin, Steve Zahn, Clem, David Spade, General Custer, Nick Nolte, Frank Stockburn, John Turturro, Abner Doubleday, Chris Parnell, Bank Manager, Terry Crews, Chico",English,60000000,0,52,"['Action & Adventure', 'Comedies']",2015,12,0,United States,Teens,120
s5904,Movie,creep,Patrick Brice,"Mark Duplass, Patrick Brice",United States,2015-07-14 00:00:00,2014,R,78 min,"Horror Movies, Independent Movies, Thrillers","When a cash-strapped videographer takes a job in a remote mountain town, he finds that the client has some unsettling ideas in mind.",2014-06-23 00:00:00,"Mark Duplass, Josef, Patrick Brice, Aaron Franklin, Katie Aselton, Angela (voice)",English,92600000,353391998.4,64,"['Horror Movies', 'Independent Movies', 'Thrillers']",2015,7,386,United States,Adults,78
s5937,Movie,shrek the musical,Jason Moore,"Brian d'Arcy James, Daniel Breaker, Sutton Foster, Christopher Sieber, John Tartaglia, Rozi Baker, Ryan Duncan, Leah Greenhaus, Chris Hoch, Marissa O'Donnell, Denny Paschall",United States,2013-12-29 00:00:00,2013,TV-G,130 min,"Children & Family Movies, Comedies, Music & Musicals","The greatest fairy tale never told comes to life in this colorful, song-filled, Tony Award-winning Broadway production based on the hit movie.",2013-09-17 00:00:00,"Brian d'Arcy James, Shrek, Sutton Foster, Fiona, Daniel Breaker, Donkey, Christopher Sieber, Lord Farquaad, John Tartaglia, Pinocchio / Magic Mirror, Haven Burton, Sugar Plum Fairy / Gingy / Dragonette, Jennifer Cody, Duloc Doll, Bobby Daye, Sticks / Bishop, Leah Greenhaus, Young Fiona",English,116800000,613280132,73,"['Children & Family Movies', 'Comedies', 'Music & Musicals']",2013,12,103,United States,Kids,130
s5954,Movie,joseph: king of dreams,"Rob LaDuca, Robert C. Ramirez","Ben Affleck, Mark Hamill, Richard Herd, Maureen McGovern, Jodi Benson, Judith Light, James Eckhouse, Richard McGonagle, David Campbell, Steven Weber, Dan Castellaneta, Rene Auberjonois, Ken Hudson Campbell, Tom Virtue, Jeff Bennett","United States, France, United Kingdom",2011-09-27 00:00:00,2000,TV-PG,75 min,"Children & Family Movies, Dramas, Faith & Spirituality","With his gift of dream interpretation and his brilliantly colored coat, Joseph inspires jealousy in his brothers in this animated Bible story.",2000-11-07 00:00:00,"Ben Affleck, Joseph (voice), Mark Hamill, Judah (voice), Richard Herd, Jacob (voice), Maureen McGovern, Rachel (voice), Jodi Benson, Asenath (voice), Judith Light, Zuleika (voice), James Eckhouse, Potiphar (voice), Richard McGonagle, Pharaoh (voice), René Auberjonois, Butler (voice)",English,79000000,601957369,68,"['Children & Family Movies', 'Dramas', 'Faith & Spirituality']",2011,9,3976,United States,Older Kids,75
s5959,Movie,9,Shane Acker,"Elijah Wood, John C. Reilly, Jennifer Connelly, Christopher Plummer, Crispin Glover, Martin Landau, Fred Tatasciore, Alan Oppenheimer, Tom Kane",United States,2017-11-16 00:00:00,2009,PG-13,80 min,"Action & Adventure, Independent Movies, Sci-Fi & Fantasy","In a postapocalyptic world, rag-doll robots hide in fear from dangerous machines out to exterminate them, until a brave newcomer joins the group.",2009-09-03 00:00:00,"Elijah Wood, 9 (voice), John C. Reilly, 5 (voice), Jennifer Connelly, 7 (voice), Christopher Plummer, 1 (voice), Crispin Glover, 6 (voice), Martin Landau, 2 (voice), Fred Tatasciore, 8 (voice) / Radio Announcer (voice), Alan Oppenheimer, Scientist (voice), Tom Kane, Dictator (voice)",English,30000000,48559999,69,"['Action & Adventure', 'Independent Movies', 'Sci-Fi & Fantasy']",2017,11,2996,United States,Teens,80
s5960,Movie,21,Robert Luketic,"Jim Sturgess, Kevin Spacey, Kate Bosworth, Aaron Yoo, Liza Lapira, Jacob Pitts, Laurence Fishburne, Jack McGee, Josh Gad, Sam Golzari, Helen Carey, Jack Gilpin",United States,2020-01-01 00:00:00,2008,PG-13,123 min,Dramas,A brilliant group of students become card-counting experts with the intent of swindling millions out of Las Vegas casinos by playing blackjack.,2008-05-15 00:00:00,"Jim Sturgess, Ben Campbell, Kevin Spacey, Micky Rosa, Kate Bosworth, Jill Taylor, Aaron Yoo, Choi, Liza Lapira, Kianna, Jacob Pitts, Fisher, Laurence Fishburne, Cole Williams, Jack McGee, Terry, Josh Gad, Miles",English,35000000,159846429,67,['Dramas'],2020,1,4248,United States,Teens,123
s5978,Movie,æon flux,Karyn Kusama,"Charlize Theron, Marton Csokas, Jonny Lee Miller, Sophie Okonedo, Frances McDormand, Pete Postlethwaite, Amelia Warner, Caroline Chikezie, Nikolai Kinski, Paterson Joseph, Yangzom Brauen",United States,2018-02-01 00:00:00,2005,PG-13,93 min,"Action & Adventure, Sci-Fi & Fantasy","Aiming to hasten an uprising, the leader of an underground rebellion dispatches acrobatic assassin Aeon Flux to eliminate the government's top leader.",2006-02-23 00:00:00,"Charlize Theron, Æon Flux, Marton Csokas, Trevor Goodchild, Jonny Lee Miller, Oren Goodchild, Sophie Okonedo, Sithandra, Frances McDormand, Handler, Pete Postlethwaite, Keeper, Amelia Warner, Una Flux, Caroline Chikezie, Freya, Paterson Joseph, Giroux",English,62000000,53321673,56,"['Action & Adventure', 'Sci-Fi & Fantasy']",2018,2,4361,United States,Teens,93
s5989,Movie,13 sins,Daniel Stamm,"Mark Webber, Rutina Wesley, Devon Graye, Tom Bower, Ron Perlman, Pruitt Taylor Vince",United States,2019-01-13 00:00:00,2014,R,93 min,"Horror Movies, Thrillers","A man agrees to appear on a game show with a $6 million prize. But as the challenges become more extreme, he realizes he's made a grave mistake.",2017-12-20 00:00:00,"Mark Webber, Elliot, Devon Graye, Michael, Ron Perlman, Det. Chilcoat, Rutina Wesley, Shelby, Pruitt Taylor Vince, Vogler, Christopher Berry, Detective Vance, Tom Bower, Father, Ritchie Montgomery, Apartment Manager, John McConnell, Detective",English,4000000,47552,63,"['Horror Movies', 'Thrillers']",2019,1,389,United States,Adults,93
s5993,Movie,16 blocks,Richard Donner,"Bruce Willis, Mos Def, David Morse, Jenna Stern, Cylk Cozart, Casey Sander, David Zayas, Robert Racki, Patrick Garrow, Sasha Roiz","United States, Germany",2019-11-01 00:00:00,2006,PG-13,102 min,Action & Adventure,"Tasked with escorting a prosecution witness to court, an aging cop gears up for the 16-block trek – but they'll be lucky to make it there alive.",2006-08-03 00:00:00,"Bruce Willis, Jack Mosley, Yasiin Bey, Eddie Bunker, David Morse, Frank Nugent, Jenna Stern, Diane Mosley, David Zayas, Robert Torres, Casey Sander, Captain Dan Gruber, Cylk Cozart, Jimmy Mulvey, Robert Racki, Jerry Shue, Patrick Garrow, Touhey",English,45000000,65595141,64,['Action & Adventure'],2019,11,4838,United States,Teens,102
s5994,Movie,17 again,Burr Steers,"Zac Efron, Leslie Mann, Matthew Perry, Thomas Lennon, Michelle Trachtenberg, Melora Hardin, Sterling Knight, Hunter Parrish, Nicole Sullivan, Allison Miller",United States,2021-01-01 00:00:00,2009,PG-13,102 min,Comedies,"Nearing a midlife crisis, thirty-something Mike wishes for a ""do-over"" – and that's exactly what he gets when he wakes up to find he's 17 again.",2009-03-11 00:00:00,"Zac Efron, Mike O'Donnell, Leslie Mann, Scarlett O'Donnell, Thomas Lennon, Ned Gold, Michelle Trachtenberg, Maggie O'Donnell, Sterling Knight, Alex O'Donnell, Matthew Perry, Mike O'Donnell (Adult), Tyler Steelman, Ned Gold (Teen), Allison Miller, Scarlett (Teen), Adam Gregory, Dom",English,40000000,139474906,63,['Comedies'],2021,1,4314,United States,Teens,102
