show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,date_x,crew,orig_lang,budget_x,revenue,score,genre,year_added,month_added,release_day_gap,first_country,target_ages,duration_min
s1140,Movie,the stepfather,Nelson McCormick,"Dylan Walsh, Sela Ward, Penn Badgley, Amber Heard, Sherry Stringfield, Paige Turco, Jon Tenney, Nancy Linehan Charles, Marcuis Harris, Braeden Lemasters, Deirdre Lovejoy",United States,2021-04-01 00:00:00,2009,PG-13,102 min,"Horror Movies, Thrillers",A series of mysterious events makes a teenager suspect that his mother's new boyfriend may be a dangerous serial killer known for preying on families.,2009-10-16 00:00:00,"Dylan Walsh, David Harris, Sela Ward, Susan Harding, Penn Badgley, Michael Harding, Amber Heard, Kelly Porter, Deirdre Lovejoy, Detective Tylar, Marcuis Harris, Detective Shay, Sherry Stringfield, Leah, Nancy Linehan Charles, Mrs. Cutter, Blue Deckert, Captain Mackie",English,20000000,29227561,58,"['Horror Movies', 'Thrillers']",2021,4,4185,United States,Teens,102
s1141,Movie,universal soldier: the return,Mic Rodgers,"Jean-Claude Van Damme, Michael Jai White, Heidi Schanz, Xander Berkeley, Justin Lazard, Kiana Tom, Daniel von Bargen, James Black, Karis Paige Bryant, Bill Goldberg",United States,2021-04-01 00:00:00,1999,R,83 min,Action & Adventure,An ex-Universal Soldier working to design smarter cyborg warriors discovers that the supercomputer controlling the soldiers has a sinister agenda.,1999-08-05 00:00:00,"Jean-Claude Van Damme, Luc Devereux, Kiana Tom, Maggie, Bill Goldberg, Romeo, Michael Jai White, SETH, Heidi Schanz, Erin Young, KTXD, Xander Berkeley, Dr. Dylan Cotner, Justin Lazard, Captain Blackburn, Daniel von Bargen, General Radford, James Black, Sergeant Morrow",English,45000000,10667893,60,['Action & Adventure'],2021,4,7910,United States,Adults,83
s1145,Movie,yes man,Peyton Reed,"Jim Carrey, Zooey Deschanel, Bradley Cooper, John Michael Higgins, Rhys Darby, Danny Masterson, Fionnula Flanagan, Terence Stamp, Sasha Alexander, Molly Sims","United States, United Kingdom",2021-04-01 00:00:00,2008,PG-13,104 min,"Comedies, Romantic Movies","After a bitter divorce, a loan officer falls under the sway of a self-help guru who urges him to say yes to everything that comes his way for a year.",2009-01-01 00:00:00,"Jim Carrey, Carl Allen, Zooey Deschanel, Renee Allison, Bradley Cooper, Peter, John Michael Higgins, Nick, Rhys Darby, Norman, Danny Masterson, Rooney, Fionnula Flanagan, Tillie, Terence Stamp, Terence, Sasha Alexander, Lucy",English,50000000,225990976,67,"['Comedies', 'Romantic Movies']",2021,4,4473,United States,Teens,104
s1146,Movie,at eternity's gate,Julian Schnabel,"Willem Dafoe, Rupert Friend, Oscar Isaac, Mads Mikkelsen, Mathieu Amalric, Emmanuelle Seigner, Niels Arestrup, Anne Consigny, Amira Casar, Vincent Perez, Lolita Chammah, Stella Schnabel, Vladimir Consigny","Ireland, Switzerland, United Kingdom, France, United States",2021-03-31 00:00:00,2018,PG-13,111 min,Dramas,Wild artistic inspiration and emotional turmoil fill painter Vincent van Gogh's last years as he struggles to bring his unique vision to the world.,2018-12-20 00:00:00,"Willem Dafoe, Vincent van Gogh, Rupert Friend, Theo van Gogh, Oscar Isaac, Paul Gauguin, Mads Mikkelsen, The Priest, Mathieu Amalric, Dr. Paul Gachet, Emmanuelle Seigner, Madame Ginoux, Niels Arestrup, Madman, Anne Consigny, Teacher, Amira Casar, Johanna van Gogh-Bonger",English,95000000,406434252.2,69,['Dramas'],2021,3,832,Ireland,Teens,111
s1155,Movie,lawless,John Hillcoat,"Shia LaBeouf, Jessica Chastain, Jason Clarke, Guy Pearce, Lew Temple, Gary Oldman, Tim Tolin, Dane DeHaan, Mia Wasikowska, Chris McGarry, Tom Hardy",United States,2021-03-28 00:00:00,2012,R,116 min,Dramas,"This true-to-life action saga profiles Virginia's bootlegging Bondurant brothers, whose exploits during the Prohibition era made them outlaw heroes.",2012-09-03 00:00:00,"Shia LaBeouf, Jack Bondurant, Tom Hardy, Forrest Bondurant, Gary Oldman, Floyd Banner, Guy Pearce, Charlie Rakes, Jason Clarke, Howard Bondurant, Jessica Chastain, Maggie Beauford, Mia Wasikowska, Bertha Minnix, Dane DeHaan, Cricket Pate, Chris McGarry, Danny",English,26000000,54393687,70,['Dramas'],2021,3,3128,United States,Adults,116
s1176,Movie,philomena,Stephen Frears,"Judi Dench, Steve Coogan, Sophie Kennedy Clark, Mare Winningham, Barbara Jefford, Ruth McCabe, Peter Hermann, Sean Mahon, Anna Maxwell Martin, Michelle Fairley, Kate Fleetwood","United Kingdom, United States, France",2021-03-22 00:00:00,2013,PG-13,98 min,"Dramas, Independent Movies, International Movies",A kind-hearted Irishwoman teams with an acerbic journalist to find the son she was forced to give up for adoption 50 years ago.,2013-12-24 00:00:00,"Judi Dench, Philomena, Steve Coogan, Martin Sixsmith, Sophie Kennedy Clark, Young Philomena, Mare Winningham, Mary, Barbara Jefford, Sister Hildegarde, Ruth McCabe, Mother Barbara, Peter Hermann, Pete Olsson, Sean Mahon, Michael, Anna Maxwell Martin, Jane",English,12000000,98963392,74,"['Dramas', 'Independent Movies', 'International Movies']",2021,3,2645,United Kingdom,Teens,98
s1188,Movie,deadly illusions,Anna Elizabeth James,"Kristin Davis, Dermot Mulroney, Greer Grammer, Shanola Hampton, Marie Wagenman, Shylo Molina, Abella Bala, Shaun Wu",United States,2021-03-18 00:00:00,2021,R,115 min,Thrillers,"After a bestselling novelist suffering from writer's block hires a new nanny for her children, the line between fiction and reality starts to blur.",2021-03-18 00:00:00,"Kristin Davis, Mary Morrison, Dermot Mulroney, Tom Morrison, Shanola Hampton, Elaine, Lora Martinez-Cunningham, Andrea Miller, Greer Grammer, Grace, Grayson Berry, Detective Newheart, Marie Wagenman, Alexandra Morrison, Olivia Taylor, Nanny #3, Jean Effron, Librarian",English,165600000,372589869,50,['Thrillers'],2021,3,0,United States,Adults,115
s1191,Movie,skylines,Liam O'Donnell,"Lindsey Morgan, Jonathan Howard, Daniel Bernhardt, Rhona Mitra, James Cosmo, Yayan Ruhian, Alexander Siddig, Cha-Lee Yoon, Ieva Andrejevaite, Jeremy Fitzgerald","United Kingdom, United States",2021-03-18 00:00:00,2020,R,113 min,Action & Adventure,"When a mysterious alien virus begins to endanger humanity, an elite team of soldiers launches into space to end the threat for good.",2020-10-25 00:00:00,"Lindsey Morgan, Rose Corley, Alexander Siddig, General Radford, Rhona Mitra, Dr. Mal, Daniel Bernhardt, Owens, James Cosmo, Grant, Yayan Ruhian, Huana, Jonathan Howard, Leon, Ieva Andrejevaitė, Alexi, Samantha Jean, Elaine",English,70000000,203847277.2,56,['Action & Adventure'],2021,3,144,United Kingdom,Adults,113
s1200,Movie,savages,Oliver Stone,"Taylor Kitsch, Aaron Taylor-Johnson, Blake Lively, John Travolta, Benicio Del Toro, Salma Hayek, Demián Bichir, Sandra Echeverría, Emile Hirsch, Joaquín Cosío, Ali Wong",United States,2021-03-16 00:00:00,2012,R,131 min,"Dramas, Thrillers","With the help of a shady DEA agent, two weed entrepreneurs take on a merciless cartel leader who wants in on their business and kidnaps their lover.",2012-09-27 00:00:00,"Taylor Kitsch, Chon, Blake Lively, Ophelia ""O"" Sage, Aaron Taylor-Johnson, Ben, John Travolta, Dennis, Salma Hayek, Elena, Benicio del Toro, Lado, Emile Hirsch, Spin, Demián Bichir, Alex, Sandra Echeverría, Magda",English,45000000,82513490,63,"['Dramas', 'Thrillers']",2021,3,3092,United States,Adults,131
s1204,Movie,the bfg,Steven Spielberg,"Mark Rylance, Ruby Barnhill, Penelope Wilton, Jemaine Clement, Rebecca Hall, Rafe Spall, Bill Hader, Ólafur Darri Ólafsson, Adam Godley, Michael Adamthwaite, Daniel Bacon, Jonathan Holmes, Chris Gibbs, Paul Moniz de Sa","United States, India, United Kingdom",2021-03-15 00:00:00,2016,PG,118 min,"Children & Family Movies, Dramas",A little orphan meets up with a kind giant who's supposed to eat her but instead protects her from some truly horrible giants who terrorize them both.,2016-06-30 00:00:00,"Mark Rylance, The BFG, Ruby Barnhill, Sophie, Rebecca Hall, Mary, Jemaine Clement, Fleshlumpeater, Bill Hader, Bloodbottler, Penelope Wilton, The Queen, Marilyn Norry, Matron, Chris Shields, General #1, Matt Frewer, General #2",English,140000000,199646680,62,"['Children & Family Movies', 'Dramas']",2021,3,1719,United States,Older Kids,118
s1219,Movie,yes day,Miguel Arteta,"Jennifer Garner, Edgar Ramírez, Jenna Ortega, Julian Lerner, Everly Carganilla, Tracie Thoms, Fortune Feimster, Nat Faxon, Arturo Castro",United States,2021-03-12 00:00:00,2021,PG,90 min,"Children & Family Movies, Comedies",A mom and dad who usually say no decide to say yes to their kids' wildest requests — with a few ground rules — on a whirlwind day of fun and adventure.,2021-03-12 00:00:00,"Jennifer Garner, Allison Torres, Edgar Ramírez, Carlos Torres, Jenna Ortega, Katie Torres, Julian Lerner, Nando Torres, Everly Carganilla, Ellie Torres, H.E.R., H.E.R., Nat Faxon, Mr. Deacon, Molly Sims, Hiring Executive, Fortune Feimster, Jean the Paramedic",English,120400000,461753653.4,68,"['Children & Family Movies', 'Comedies']",2021,3,0,United States,Older Kids,90
s1237,Movie,sentinelle,Julien Leclercq,"Olga Kurylenko, Marilyn Lima, Michel Nabokoff, Martin Swabey, Carole Weyers, Andrey Gorlenko, Antonia Malinova, Gabriel Almaer, Blaise Afonso, Guillaume Duhesme, Michel Biel",France,2021-03-05 00:00:00,2021,TV-MA,81 min,"Action & Adventure, Dramas, International Movies","Transferred home after a traumatizing combat mission, a highly trained French soldier uses her lethal skills to hunt down the man who hurt her sister.",2021-03-05 00:00:00,"Olga Kurylenko, Klara, Marilyn Lima, Tania, Michel Nabokoff, Leonid Kadnikov, Martin Swabey, Lieutenant Eric Jaubert, Carole Weyers, Captain Catherine Muller, Andrey Gorlenko, Yvan Kadnikov, Antonia Malinova, Maria Kovalev, Gabriel Almaer, Armurier, Blaise Afonso, Operation Sentinel soldier",French,6500000,20234454.2,59,"['Action & Adventure', 'Dramas', 'International Movies']",2021,3,0,France,Adults,81
s1240,Movie,parker,Taylor Hackford,"Jason Statham, Jennifer Lopez, Michael Chiklis, Wendell Pierce, Clifton Collins Jr., Bobby Cannavale, Patti LuPone, Carlos Carrasco, Micah Hauptman, Emma Booth, Nick Nolte",United States,2021-03-04 00:00:00,2013,R,119 min,Action & Adventure,"Parker is a thief – but he has scruples. So when his crew double-crosses him, Parker teams up with an unlikely partner to even the score.",2013-03-14 00:00:00,"Jason Statham, Parker, Jennifer Lopez, Leslie Rodgers, Nick Nolte, Hurley, Michael Chiklis, Melander, Clifton Collins Jr., Ross, Sala Baker, Ernesto, Carlos Carrasco, Norte, Wendell Pierce, Carlson, Emma Booth, Claire",English,35000000,48543388,60,['Action & Adventure'],2021,3,2912,United States,Adults,119
s1242,Movie,moxie,Amy Poehler,"Hadley Robinson, Lauren Tsai, Patrick Schwarzenegger, Nico Hiraga, Sydney Park, Josephine Langford, Clark Gregg, Josie Totah, Alycia  Pascual-Peña, Anjelika Washington, Charlie Hall, Sabrina Haskett, Ike Barinholtz, Amy Poehler, Marcia Gay Harden",United States,2021-03-03 00:00:00,2021,PG-13,112 min,"Comedies, Dramas, Music & Musicals","Inspired by her mom's rebellious past and a confident new friend, a shy 16-year-old publishes an anonymous zine calling out sexism at her school.",2021-03-03 00:00:00,"Hadley Robinson, Vivian Carter, Lauren Tsai, Claudia, Alycia Pascual-Peña, Lucy Hernandez, Nico Hiraga, Seth Acosta, Sabrina Haskett, Kaitlynn Price, Patrick Schwarzenegger, Mitchell Wilson, Sydney Park, Kiera Pascal, Anjelika Washington, Amaya, Josie Totah, CJ",English,124000000,622727955.4,74,"['Comedies', 'Dramas', 'Music & Musicals']",2021,3,0,United States,Teens,112
s1252,Movie,dances with wolves,Kevin Costner,"Kevin Costner, Mary McDonnell, Rodney Grant, Graham Greene, Floyd ""Red Crow"" Westerman, Tantoo Cardinal, Robert Pastorelli, Charles Rocket, Maury Chaykin, Jimmy Herman","United States, United Kingdom",2021-03-01 00:00:00,1990,PG-13,181 min,"Action & Adventure, Classic Movies, Dramas","On the frontier, a Civil War soldier bonds with a Sioux tribe and adapts to their way of life, becoming their ally amid growing threats.",1991-02-14 00:00:00,"Kevin Costner, Lieutenant Dunbar, Mary McDonnell, Stands With A Fist, Graham Greene, Kicking Bird, Rodney A. Grant, Wind In His Hair, Floyd Red Crow Westerman, Ten Bears, Tantoo Cardinal, Black Shawl, Robert Pastorelli, Timmons, Charles Rocket, Lieutenant Elgin, Maury Chaykin, Major Fambrough",English,19000000,424208805,79,"['Action & Adventure', 'Classic Movies', 'Dramas']",2021,3,10973,United States,Teens,181
s1255,Movie,rain man,Barry Levinson,"Dustin Hoffman, Tom Cruise, Valeria Golino, Gerald R. Molen, Jack Murdock, Michael D. Roberts, Ralph Seymour, Lucinda Jenney, Bonnie Hunt",United States,2021-03-01 00:00:00,1988,R,134 min,"Classic Movies, Dramas","Motivated by money, a selfish workaholic seeking a piece of his late father's inheritance takes a life-changing road trip with his estranged brother.",1989-02-23 00:00:00,"Dustin Hoffman, Raymond Babbitt, Tom Cruise, Charlie Babbitt, Valeria Golino, Susanna, Gerald R. Molen, Dr. Bruner, Jack Murdock, John Mooney, Michael D. Roberts, Vern, Ralph Seymour, Lenny, Lucinda Jenney, Iris, Bonnie Hunt, Sally Dibbs",English,25000000,412800000,78,"['Classic Movies', 'Dramas']",2021,3,11694,United States,Adults,134
s1257,Movie,tenacious d in the pick of destiny,Liam Lynch,"Jack Black, Kyle Gass, JR Reed, Troy Gentile, Ronnie James Dio, Paul F. Tompkins, Ned Bellamy, Fred Armisen, Kirk Ward, Amy Poehler, Tim Robbins, Dave Grohl, Ben Stiller","United States, Germany",2021-03-01 00:00:00,2006,R,94 min,"Comedies, Cult Movies, Music & Musicals","Dreaming of being a rock god, Midwesterner JB heads to California, where he crosses paths with idler KG – giving rise to the musical duo Tenacious D.",2007-02-08 00:00:00,"Jack Black, JB, Kyle Gass, KG, JR Reed, Lee, Ronnie James Dio, Dio, Paul F. Tompkins, Open Mic Host, Troy Gentile, Lil' JB, Ned Bellamy, Security Guard, Fred Armisen, Security Guard, Kirk Ward, Car Chase Cop / Gang Leader",English,22000000,13405595,67,"['Comedies', 'Cult Movies', 'Music & Musicals']",2021,3,5135,United States,Adults,94
s1260,Movie,captain fantastic,Matt Ross,"Viggo Mortensen, Frank Langella, George MacKay, Samantha Isler, Annalise Basso, Nicholas Hamilton, Shree Crooks, Charlie Shotwell, Ann Dowd, Erin Moriarty, Missi Pyle, Kathryn Hahn, Steve Zahn",United States,2021-02-26 00:00:00,2016,R,119 min,"Comedies, Dramas, Independent Movies","A father raising his children off the grid begins to question his anti-establishment, utopian views when a tragic loss pulls them back into society.",2016-09-08 00:00:00,"Viggo Mortensen, Ben Cash, Samantha Isler, Kielyr Cash, Annalise Basso, Vespyr Cash, Steve Zahn, Dave, George MacKay, Bodevan Cash, Nicholas Hamilton, Rellian Cash, Shree Crooks, Zaja Cash, Charlie Shotwell, Nai Cash, Trin Miller, Leslie Abigail Cash",English,5000000,21340234,79,"['Comedies', 'Dramas', 'Independent Movies']",2021,2,1632,United States,Adults,119
s1264,Movie,no escape,John Erick Dowdle,"Owen Wilson, Lake Bell, Pierce Brosnan, Sterling Jerins, Claire Geare, Thanawut Ketsaro, Chatchawai Kamonsakpitak, Sahajak Boonthanakit","United States, Thailand",2021-02-26 00:00:00,2015,R,103 min,Action & Adventure,"Soon after relocating to Southeast Asia, an American family lands in the midst of a violent coup that could cost them their lives.",2015-11-05 00:00:00,"Owen Wilson, Jack Dwyer, Lake Bell, Annie Dwyer, Pierce Brosnan, Hammond, Sterling Jerins, Lucy Dwyer, Claire Geare, Beeze Dwyer, Spencer Garrett, Recruiter, Sahajak Boonthanakit, Kenny Rogers, Tanapol Chuksrida, Krit, Nophand Boonyai, Concierge",English,5000000,42844516,69,['Action & Adventure'],2021,2,1940,United States,Adults,103
s1285,Movie,the conjuring 2,James Wan,"Patrick Wilson, Vera Farmiga, Madison Wolfe, Frances O'Connor, Lauren Esposito, Benjamin Haigh, Patrick McAuley, Simon McBurney, Maria Doyle Kennedy, Simon Delaney, Franka Potente","Canada, United States, United Kingdom",2021-02-21 00:00:00,2016,R,134 min,Horror Movies,"After her daughter unwittingly releases a malevolent spirit in their house in London, a woman enlists the Warrens' help to confront the evil presence.",2016-06-09 00:00:00,"Patrick Wilson, Ed Warren, Vera Farmiga, Lorraine Warren, Madison Wolfe, Janet Hodgson, Frances O'Connor, Peggy Hodgson, Simon McBurney, Maurice Grosse, Lauren Esposito, Margaret Hodgson, Benjamin Haigh, Billy Hodgson, Sterling Jerins, Judy Warren, Maria Doyle Kennedy, Peggy Nottingham",English,40000000,321834351,73,['Horror Movies'],2021,2,1718,Canada,Adults,134
s1310,Movie,"my teacher, my obsession",Damián Romay,"Lucy Loken, Laura Bilgeri, Rusty Joiner, Alexandria Deberry, Dakota Bruton, Theresa Sutera, Vin Morreale Jr., Shelby Alicea, Tyler Joseph Campbell, Lestonja Diaz",United States,2021-02-15 00:00:00,2018,TV-14,86 min,Thrillers,"When Riley changed schools, she didn't expect the girls to crush on her English teacher dad. And he didn't expect a disturbing infatuation.",2018-06-12 00:00:00,"Lucy Loken, Kyla, Rusty Joiner, Chris, Laura Bilgeri, Riley, Jana Lee Hamblin, Jess, Alexandria DeBerry, Tricia, Bruno Rose, Quentin, Lestonja Diaz, Ellis, David Ditmore, Janitor, Dakota Bruton, Student in Chris' classroom (uncredited)",English,149000000,338539980.8,51,['Thrillers'],2021,2,979,United States,Teens,86
s1319,Movie,to all the boys: always and forever,Michael Fimognari,"Lana Condor, Noah Centineo, Janel Parrish, Anna Cathcart, Ross Butler, Madeleine Arthur, Emilija Baranac, Trezzo Mahoro, Sarayu Blue, John Corbett, Kelcey Mawema, Sofia Black-D'Elia, Henry Thomas",United States,2021-02-12 00:00:00,2021,TV-14,116 min,"Comedies, Romantic Movies",Senior year of high school takes center stage as Lara Jean returns from a family trip to Korea and considers her college plans — with and without Peter.,2021-02-12 00:00:00,"Lana Condor, Lara Jean Song Covey, Noah Centineo, Peter Kavinsky, Janel Parrish, Margot Song Covey, Anna Cathcart, Katherine ""Kitty"" Song Covey, Ross Butler, Trevor Pike, Madeleine Arthur, Christine, Emilija Baranac, Genevieve, Trezzo Mahoro, Lucas James, Sarayu Blue, Trina Rothschild",English,69800000,645211025.4,76,"['Comedies', 'Romantic Movies']",2021,2,0,United States,Teens,116
s1354,Movie,beverly hills ninja,Dennis Dugan,"Chris Farley, Nicollette Sheridan, Robin Shou, Nathaniel Parker, Soon-Tek Oh, Keith Cooke, Chris Rock, François Chau, Dale Ishimoto, Daming Chen",United States,2021-02-01 00:00:00,1997,PG-13,89 min,"Action & Adventure, Comedies","Raised by ninjas, a big-hearted but bumbling orphan travels to Beverly Hills on a mission to help a woman investigate her shady boyfriend.",1997-04-10 00:00:00,"Chris Farley, Haru, Nicollette Sheridan, Allison Page / Sally Jones, Robin Shou, Gobei, Nathaniel Parker, Martin Tanley, Chris Rock, Joey, Soon-Tek Oh, Sensei, Keith Cooke, Nobu, François Chau, Izumo, Dale Ishimoto, Old Japanese Man",English,102000000,502477498.8,57,"['Action & Adventure', 'Comedies']",2021,2,8698,United States,Teens,89
s1359,Movie,shutter island,Martin Scorsese,"Leonardo DiCaprio, Mark Ruffalo, Ben Kingsley, Max von Sydow, Michelle Williams, Emily Mortimer, Patricia Clarkson, Jackie Earle Haley, Ted Levine, John Carroll Lynch, Elias Koteas",United States,2021-02-01 00:00:00,2010,R,139 min,Thrillers,A U.S. marshal's troubling visions compromise his investigation into the disappearance of a patient from a hospital for the criminally insane.,2010-02-18 00:00:00,"Leonardo DiCaprio, Teddy Daniels, Mark Ruffalo, Chuck Aule, Ben Kingsley, Dr. John Cawley, Michelle Williams, Dolores Chanal, Max von Sydow, Dr. Jeremiah Naehring, Emily Mortimer, Rachel Solando, Jackie Earle Haley, George Noyce, John Carroll Lynch, Deputy Warden McPherson, Ted Levine, Warden",English,80000000,299461782,82,['Thrillers'],2021,2,4001,United States,Adults,139
s1360,Movie,the bank job,Roger Donaldson,"Jason Statham, Saffron Burrows, Richard Lintern, Stephen Campbell Moore, Daniel Mays, Peter Bowles, Keeley Hawes, Colin Salmon, Alki David, James Faulkner","United Kingdom, United States, Australia",2021-02-01 00:00:00,2008,R,112 min,"Dramas, International Movies, Thrillers","A thief gets in over his head when he breaks into a bank vault full of cash, gems... and secrets on everyone from the London mob to the royal family.",2008-07-31 00:00:00,"Jason Statham, Terry Leather, Saffron Burrows, Martine Love, Stephen Campbell Moore, Kevin Swain, Daniel Mays, Dave Shilling, James Faulkner, Guy Singer, Andrew Brooke, Quinn, Michael Jibson, Eddie Burton, Georgia Taylor, Ingrid, Richard Lintern, Tim Everett",English,20000000,66143005,68,"['Dramas', 'International Movies', 'Thrillers']",2021,2,4568,United Kingdom,Adults,112
s1368,Movie,hell fest,Gregory Plotkin,"Amy Forsyth, Reign Edwards, Bex Taylor-Klaus, Tony Todd, Christian James, Matt Mercurio, Michael Tourek, Courtney Dietz, Stephen Conroy",United States,2021-01-31 00:00:00,2018,R,89 min,Horror Movies,"A serial killer picks off a group of friends, one by one, as they make their way through a hell-themed amusement park.",2019-02-01 00:00:00,"Amy Forsyth, Natalie, Reign Edwards, Brooke, Bex Taylor-Klaus, Taylor, Christian James, Quinn, Roby Attal, Gavin, Matt Mercurio, Asher, Courtney Dietz, Britney, Cynthea Mercado, Jodi, Stephen Conroy, The Other",English,5500000,18294883,56,['Horror Movies'],2021,1,730,United States,Adults,89
s1371,Movie,the dig,Simon Stone,"Carey Mulligan, Ralph Fiennes, Lily James, Johnny Flynn, Ben Chaplin, Ken Stott",United Kingdom,2021-01-29 00:00:00,2021,PG-13,113 min,"Dramas, International Movies","On the eve of World War II, a British widow hires a self-taught archaeologist to dig up mysterious formations on her land, leading to a staggering find.",2021-01-14 00:00:00,"Carey Mulligan, Edith Pretty, Ralph Fiennes, Basil Brown, Lily James, Peggy Piggott, Johnny Flynn, Rory Lomax, Ben Chaplin, Stuart Piggott, Ken Stott, Charles Phillips, Archie Barnes, Robert Pretty, Monica Dolan, May Brown, Eamon Farren, John Brailsford",English,116000000,887668759.2,69,"['Dramas', 'International Movies']",2021,1,15,United Kingdom,Teens,113
s1379,Movie,penguin bloom,Glendyn Ivin,"Naomi Watts, Andrew Lincoln, Jacki Weaver, Griffin Murray-Johnston, Rachel House, Leeanna Walsman, Lisa Hensley, Felix Cameron, Abe Clifford-Barr","Australia, United States",2021-01-27 00:00:00,2021,TV-14,95 min,"Children & Family Movies, Dramas","As a mom copes with the aftermath of a harrowing accident, she finds inspiration from an injured magpie taken in by her family. Based on a true story.",2021-01-21 00:00:00,"Naomi Watts, Sam Bloom, Andrew Lincoln, Cameron Bloom, Griffin Murray-Johnston, Noah Bloom, Felix Cameron, Rueben Bloom, Abe Clifford-Barr, Oli Bloom, Jacki Weaver, Jan, Rachel House, Gaye Hatfield, Gia Carides, Megan, Leeanna Walsman, Kylie",English,100000000,369861963.8,71,"['Children & Family Movies', 'Dramas']",2021,1,6,Australia,Teens,95
s1388,Movie,the next three days,Paul Haggis,"Russell Crowe, Elizabeth Banks, Brian Dennehy, Lennie James, Olivia Wilde, Ty Simpkins, Helen Carey, Liam Neeson, Daniel Stern, Kevin Corrigan","United States, France",2021-01-22 00:00:00,2010,PG-13,133 min,"Dramas, Thrillers","When his wife becomes a murder suspect and is sent to prison, a professor plots a meticulous plan to take back her freedom and reunite his family.",2011-02-03 00:00:00,"Russell Crowe, John Brennan, Elizabeth Banks, Lara, Brian Dennehy, George Brennan, RZA, Mouss, Moran Atias, Erit, Olivia Wilde, Nicole, Jason Beghe, Detective Quinn, Nazanin Boniadi, Elaine, Tyrone Giordano, Mike",English,30000000,67255916,71,"['Dramas', 'Thrillers']",2021,1,3641,United States,Teens,133
s1389,Movie,the white tiger,Ramin Bahrani,"Adarsh Gourav, Rajkummar Rao, Priyanka Chopra Jonas, Mahesh Manjrekar, Vijay Maurya","India, United States",2021-01-22 00:00:00,2021,R,127 min,Dramas,The ambitious driver for a rich Indian family uses his wit and cunning to escape from poverty and become an entrepreneur. Based on the bestselling novel.,2021-01-14 00:00:00,"Adarsh Gourav, Balram Halwai, Rajkummar Rao, Ashok, Priyanka Chopra Jonas, Pinky Madam, Mahesh Manjrekar, The Stork, Vijay Maurya, Mukesh 'The Mongoose', Kamlesh Gill, Granny Kusum, Swaroop Sampat, The Great Socialist, Tawhid Rike Zaman, Balram's friend, Vedant Sinha, Dharam",English,71200000,530413654.6,70,['Dramas'],2021,1,8,India,Adults,127
s1397,Movie,homefront,Gary Fleder,"Jason Statham, James Franco, Izabela Vidovic, Kate Bosworth, Marcus Hester, Clancy Brown, Winona Ryder, Omar Benson Miller, Rachelle Lefevre, Frank Grillo, Chuck Zito, Pruitt Taylor Vince",United States,2021-01-18 00:00:00,2013,R,100 min,Action & Adventure,"When an ex-DEA agent is widowed, he moves with his young daughter to a small town, but his quiet life is shattered by a meth-making drug trafficker.",2013-11-12 00:00:00,"Jason Statham, Phil Broker, James Franco, Morgan 'Gator' Bodine, Izabela Vidovic, Maddy Broker, Winona Ryder, Sheryl Marie Mott, Rachelle Lefevre, Susan Hetch, Kate Bosworth, Cassie Bodine Klum, Clancy Brown, Sheriff Keith Rodrigue, Frank Grillo, Cyrus Hanks, Christa Campbell, Lydia",English,22000000,51695362,69,['Action & Adventure'],2021,1,2624,United States,Adults,100
s1398,Movie,a monster calls,J.A. Bayona,"Lewis MacDougall, Sigourney Weaver, Felicity Jones, Liam Neeson, Toby Kebbell, Ben Moor, James Melville, Oliver Steer, Dominic Boyle, Geraldine Chaplin, Jennifer Lim","United Kingdom, Spain, United States",2021-01-16 00:00:00,2016,PG-13,108 min,"Dramas, Sci-Fi & Fantasy","Overwhelmed by his mother’s illness, a young boy begins to understand human complexity through the fantastic tales of a consoling tree monster.",2017-05-12 00:00:00,"Lewis MacDougall, Conor O'Malley, Sigourney Weaver, Grandma, Felicity Jones, Lizzie O'Malley (Mum), Toby Kebbell, Dad, Liam Neeson, The Monster (voice), Ben Moor, Mr. Clark, Frida Palsson, Lily's Mum, Wanda Opalinska, Female Nurse, James Melville, Harry",English,43000000,46414530,73,"['Dramas', 'Sci-Fi & Fantasy']",2021,1,1345,United Kingdom,Teens,108
s1406,Movie,outside the wire,Mikael Håfström,"Anthony Mackie, Damson Idris, Emily Beecham, Michael Kelly, Pilou Asbæk","Hungary, United States",2021-01-15 00:00:00,2021,R,116 min,Action & Adventure,"In the near future, a drone pilot sent into a war zone finds himself paired with a top-secret android officer on a mission to stop a nuclear attack.",2021-01-15 00:00:00,"Anthony Mackie, Leo, Damson Idris, Lieutenant Thomas Harp, Enzo Cilenti, Sergeant Miller, Emily Beecham, Sofiya, Henry Garrett, Brydon, Kristina Tonteri-Young, Corporal Mandy Bale, Pilou Asbæk, Victor Koval, Michael Kelly, Eckhart, Brady Dowad, Bigfoot",English,94800000,250162022,64,['Action & Adventure'],2021,1,0,Hungary,Adults,116
